Lyra turned Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Lyra did not chase Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Lyra activated a localized jammer.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Lyra stood over Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra looked at Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias had data.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias said that the person should have kept their mouth shut.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias sits at a cluttered terminal.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias manipulates the keys.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias contrasts the sleek limbs of elite.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias initiates the bypass sequence.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias extracts a file.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias slams the emergency disconnect.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Elias plunges the room into darkness.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias scrambles the emergency exit.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias bursts through the neon-drenched slums.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias lives in haze.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias checks the surroundings.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias watches from the shadows of the ventilation grate.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias knows that he has been discovered.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias burst from his hiding spot.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Elias is sprinting towards the maintenance tunnels.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias leads to the backup rig.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias screamed Stop.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias stumbled over the mechanical arm.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias fell to his knees.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias pulled the drive.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
"Elias looked at the progress bar, which belonged to Lyra.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias looked back at Lyra.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
"Elias whispered, ""No, I can't.""","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias is attempting to pry open a sealed blast door.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias realized that he couldn't hold out forever.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias has run out of options.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias yelped while clutching his ears.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Elias was forced to retreat into a narrow crawlspace.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
"Elias says that if he comes out, he will be killed.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",3
Elias does not have time to hide.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias peers out into the shadows.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Elias realized that he was cornered.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
"Elias looks at Lyra, the vent, and the door.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Elias's left arm whirs softly.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Elias's suit is kept cool by the vent.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
The elite reside in purified skyscrapers.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
"Lyra had the advantage of terrain, high ground.","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra heard Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra wanted data.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
"Lyra said to Elias, ""You can't stop me, It's too late.""","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra leads a manhunt for the digital signature.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra experiences annoyance.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra deactivates camouflage.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra steps out of the shadow.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra approaches three figures.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra assesses the threat.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Lyra activates her right arm.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra moves with fluidity.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra delivers a hydraulic kick.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra sidesteps the main artery.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra severs the main artery.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra was upon two attackers.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra turned Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra did not chase Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra activated the localized jammer.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
Lyra stood over Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",5
Lyra looked at Elias.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra executes a command.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",5
Lyra deactivates camouflage.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra fired a sonic disruptor.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
"Lyra says ""Come out,"" ""I need you to come quietly.""","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",4
Lyra raises a plasma pistol.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",1
Lyra has questions.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
Lyra sees exhaustion.,"Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",0
"Lyra replies with ""I know"".","Elias accidentally stumbles upon a top-secret file containing blueprints for a 'brain control network' during one of his hacking operations. The file reveals a sinister plot by the corporate elite to control the minds of the entire city's population. Realizing the gravity of the situation, Elias goes into hiding, knowing that he has become a target. Lyra is assigned to track down and retrieve the stolen file. As she delves deeper into the investigation, she begins to uncover the true intentions of the corporation she serves, causing her to question her loyalty.",2
